listing_id,price,room_type,neighbourhood,cluster
30394155,248,Entire home/apt,Chelsea,0
30725215,150,Entire home/apt,Kips Bay,0
30733035,150,Entire home/apt,Harlem,2
31208062,150,Entire home/apt,Bedford-Stuyvesant,2
31475440,1150,Entire home/apt,Upper West Side,2
31539570,350,Entire home/apt,Lower East Side,0
31593677,99,Entire home/apt,Melrose,2
31935664,75,Private room,Bedford-Stuyvesant,2
32054475,1494,Entire home/apt,Prospect Heights,2
32133824,115,Private room,Kips Bay,2
32379092,57,Private room,Bushwick,2
32402997,85,Private room,Cobble Hill,2
32479283,120,Entire home/apt,Upper West Side,2
32935986,28,Shared room,Gravesend,2
32984848,199,Entire home/apt,Chinatown,2
33168074,50,Private room,Woodhaven,1
33279205,794,Private room,Hell's Kitchen,0
33416167,144,Entire home/apt,Hell's Kitchen,2
33592928,40,Shared room,Sheepshead Bay,0
33616667,260,Entire home/apt,Little Italy,2
33619855,150,Entire home/apt,Crown Heights,2
33880071,150,Entire home/apt,East Harlem,2
33902619,81,Private room,Bedford-Stuyvesant,2
33994677,790,Entire home/apt,Kips Bay,0
34017119,215,Entire home/apt,Financial District,0
34103144,38,Private room,Harlem,0
34124949,63,Private room,East Village,2
34150120,99,Entire home/apt,Bushwick,2
34255308,80,Entire home/apt,Crown Heights,0
34331687,40,Private room,Bayside,1
34401334,40,Private room,Bedford-Stuyvesant,0
34483436,425,Private room,Midtown,0
34644063,690,Entire home/apt,Gramercy,2
34702046,45,Private room,Flushing,1
34809791,58,Private room,Sunset Park,0
34898663,50,Private room,Bedford-Stuyvesant,2
34997773,695,Entire home/apt,Williamsburg,0
35032636,135,Private room,Midtown,2
35193872,130,Private room,Bayside,1
35195090,110,Entire home/apt,Clinton Hill,2
35232920,210,Entire home/apt,Chelsea,0
35268573,43,Private room,Woodside,2
35283981,250,Entire home/apt,Chelsea,2
35386161,66,Private room,Williamsburg,2
35432326,199,Entire home/apt,Financial District,0
35464594,150,Entire home/apt,Flatbush,2
35583150,150,Entire home/apt,Harlem,2
35584234,210,Entire home/apt,Lower East Side,0
35598253,87,Entire home/apt,East New York,1
35608298,190,Entire home/apt,Murray Hill,0
35648056,417,Entire home/apt,Hell's Kitchen,0
35678147,65,Private room,Bushwick,0
35688424,105,Private room,Bedford-Stuyvesant,2
35717508,249,Entire home/apt,Nolita,2
35903155,450,Entire home/apt,East Village,0
35975589,130,Private room,Upper West Side,2
36018376,149,Entire home/apt,Upper East Side,2
36071215,110,Entire home/apt,Williamsburg,0
36107803,49,Private room,Park Slope,2
36237507,137,Private room,Upper West Side,2
36275809,230,Entire home/apt,Upper East Side,0
36413779,80,Private room,Williamsburg,2
36416632,245,Entire home/apt,Midtown,2
36472710,58,Entire home/apt,Briarwood,1
36481615,54,Private room,Greenpoint,2
490989,68,Entire home/apt,Park Slope,2
554165,250,Entire home/apt,Gowanus,2
671633,141,Entire home/apt,Upper East Side,0
727964,160,Entire home/apt,Brooklyn Heights,2
741783,350,Entire home/apt,West Village,3
780205,225,Entire home/apt,Civic Center,0
807535,79,Private room,Williamsburg,0
821135,170,Entire home/apt,Downtown Brooklyn,2
924658,30,Shared room,Bedford-Stuyvesant,3
925075,140,Entire home/apt,Hell's Kitchen,0
951365,115,Entire home/apt,Ridgewood,0
956412,189,Entire home/apt,DUMBO,3
1072212,50,Private room,Harlem,3
1209955,69,Private room,Ditmars Steinway,3
1221332,53,Entire home/apt,East Harlem,2
1267186,110,Private room,Midtown,2
1350055,85,Private room,Williamsburg,2
1403635,75,Private room,Harlem,2
1434010,171,Entire home/apt,Flatbush,0
1489426,390,Entire home/apt,Financial District,2
1530660,160,Entire home/apt,Williamsburg,0
1814010,175,Entire home/apt,NoHo,0
1937761,180,Entire home/apt,Astoria,0
2003180,225,Entire home/apt,Inwood,3
2010971,150,Entire home/apt,Harlem,2
2080861,177,Entire home/apt,Bedford-Stuyvesant,3
2089492,225,Entire home/apt,Williamsburg,2
2222641,165,Entire home/apt,West Village,2
2237981,250,Entire home/apt,Upper East Side,2
2260274,1250,Private room,Greenwich Village,2
2309873,225,Entire home/apt,Upper East Side,2
2727166,50,Private room,Astoria,0
2908417,42,Private room,Bedford-Stuyvesant,2
2931859,130,Entire home/apt,West Village,0
3013158,350,Entire home/apt,Chelsea,2
3067093,200,Entire home/apt,East Village,2
3200728,54,Private room,Flatbush,2
3265275,200,Entire home/apt,Upper West Side,2
3303165,99,Entire home/apt,Cypress Hills,3
3850493,139,Entire home/apt,Flatlands,3
4039020,140,Private room,Williamsburg,0
4050765,38,Private room,Bedford-Stuyvesant,2
4059037,100,Private room,Bedford-Stuyvesant,0
4279260,150,Entire home/apt,Ridgewood,2
4427442,290,Entire home/apt,Washington Heights,0
4513190,195,Entire home/apt,East Harlem,2
4517117,97,Private room,Harlem,3
4660022,895,Entire home/apt,SoHo,0
4745879,145,Private room,West Village,3
4751686,50,Private room,Williamsburg,2
4762718,250,Entire home/apt,Upper West Side,2
4766468,91,Entire home/apt,Bushwick,2
4777269,250,Entire home/apt,Upper West Side,2
4860650,150,Entire home/apt,South Slope,2
4891701,109,Entire home/apt,Harlem,2
4920912,175,Entire home/apt,Chelsea,2
5013302,350,Entire home/apt,Tribeca,2
5179785,150,Entire home/apt,Sunset Park,2
5433967,120,Entire home/apt,Bedford-Stuyvesant,3
5482918,73,Private room,Springfield Gardens,1
5593975,125,Private room,Bedford-Stuyvesant,0
5679557,180,Entire home/apt,Park Slope,2
5690007,75,Private room,Washington Heights,3
5849386,69,Private room,Bushwick,3
5858757,89,Entire home/apt,Clinton Hill,0
6195564,85,Private room,Williamsburg,3
6316666,70,Private room,Park Slope,2
6357128,95,Private room,Harlem,2
6558729,95,Private room,Williamsburg,2
6718383,43,Private room,East Flatbush,0
6829990,275,Entire home/apt,Fort Greene,2
6913023,75,Private room,Bushwick,2
7025693,100,Private room,Bedford-Stuyvesant,2
7084621,350,Entire home/apt,West Village,2
7304034,299,Entire home/apt,East Village,0
7309633,78,Entire home/apt,Bedford-Stuyvesant,2
7456166,147,Entire home/apt,Bushwick,3
7472465,200,Entire home/apt,Williamsburg,2
7561314,48,Private room,Bushwick,2
7697425,99,Private room,Williamsburg,2
7715344,90,Entire home/apt,East Harlem,2
7967942,385,Entire home/apt,Chelsea,2
8012041,49,Private room,Greenpoint,2
8210379,60,Private room,Prospect Heights,3
8308797,45,Shared room,Sheepshead Bay,3
8481074,250,Entire home/apt,East Village,2
8813854,175,Entire home/apt,Hell's Kitchen,2
8823897,57,Private room,Crown Heights,3
8869383,40,Private room,Prospect-Lefferts Gardens,0
9028493,90,Private room,Greenpoint,3
9132731,750,Entire home/apt,Clinton Hill,0
9145070,180,Entire home/apt,Upper West Side,2
9237147,300,Entire home/apt,Hell's Kitchen,0
9361349,120,Entire home/apt,East Village,2
9560034,85,Private room,Lower East Side,2
9578848,185,Entire home/apt,Prospect Heights,2
9611121,99,Entire home/apt,Crown Heights,2
9747647,70,Private room,Greenpoint,2
9756729,60,Entire home/apt,Bedford-Stuyvesant,2
9804368,365,Entire home/apt,Chelsea,3
9887763,90,Private room,Long Island City,2
9900224,140,Private room,Upper West Side,2
10041531,45,Private room,Bedford-Stuyvesant,2
10101097,500,Entire home/apt,Williamsburg,3
10115193,125,Private room,Lower East Side,2
10120414,150,Entire home/apt,Lower East Side,2
10130963,209,Private room,Harlem,0
10134546,189,Private room,Harlem,0
10338696,37,Entire home/apt,Pelham Bay,1
11042240,145,Entire home/apt,South Slope,3
11162564,130,Entire home/apt,Gramercy,0
11334476,35,Private room,Inwood,2
11343196,94,Entire home/apt,Cobble Hill,2
11412980,160,Entire home/apt,Cobble Hill,3
11529467,133,Entire home/apt,Crown Heights,2
11605693,75,Private room,Two Bridges,0
11659242,129,Entire home/apt,Lower East Side,2
11718547,81,Private room,Harlem,3
12026418,70,Private room,Rego Park,1
12028733,97,Private room,Sea Gate,2
12336668,80,Private room,Williamsburg,2
12584072,165,Entire home/apt,Clifton,3
12585126,160,Entire home/apt,West Village,2
12621050,43,Private room,Harlem,2
12737192,50,Private room,Harlem,2
12793649,175,Entire home/apt,Concourse,2
12797920,100,Private room,Upper West Side,2
13122932,250,Entire home/apt,East Village,0
13139850,30,Private room,Bushwick,2
13240737,79,Private room,Hell's Kitchen,3
13370053,140,Entire home/apt,Greenpoint,2
13510154,80,Private room,Harlem,2
13651173,130,Private room,East Village,2
13951783,275,Entire home/apt,Hell's Kitchen,3
14027065,90,Private room,Midtown,2
14240343,195,Entire home/apt,Upper East Side,3
14296299,79,Private room,Ridgewood,2
14312186,185,Entire home/apt,Chelsea,2
14370839,34,Private room,Bushwick,2
14716077,55,Private room,Greenpoint,2
14823020,42,Private room,Ridgewood,2
15111300,115,Entire home/apt,Long Island City,2
15423923,39,Private room,Sheepshead Bay,2
15563361,135,Entire home/apt,Park Slope,2
15615535,115,Entire home/apt,Upper West Side,2
15807946,65,Private room,Maspeth,2
15829202,35,Private room,Bushwick,3
15865251,60,Private room,Upper East Side,2
15911434,220,Entire home/apt,West Village,2
15955577,200,Private room,Williamsburg,2
16037130,135,Entire home/apt,Greenwich Village,2
16140364,50,Private room,Bedford-Stuyvesant,2
16161888,129,Entire home/apt,Brownsville,2
16205941,58,Private room,Williamsburg,2
16244096,50,Private room,Sunset Park,2
16322824,245,Entire home/apt,Harlem,2
16337890,55,Private room,Bedford-Stuyvesant,2
16374376,285,Entire home/apt,Downtown Brooklyn,2
16415673,70,Entire home/apt,Bushwick,2
16420915,230,Entire home/apt,Upper West Side,2
16487157,110,Shared room,Rego Park,1
16568275,69,Private room,Greenwich Village,2
16706521,110,Entire home/apt,West Village,2
17025412,100,Private room,Nolita,2
17193761,63,Private room,Chinatown,0
17437106,10,Shared room,Harlem,2
17458291,55,Private room,South Ozone Park,1
17480159,75,Entire home/apt,Jamaica,1
17602108,117,Entire home/apt,East Village,0
17617905,75,Entire home/apt,Sunnyside,2
17618903,95,Entire home/apt,Gowanus,2
17750513,45,Private room,Williamsburg,3
18006003,29,Private room,Belmont,1
18112517,80,Private room,Harlem,2
18330346,160,Entire home/apt,Bushwick,2
18406606,100,Entire home/apt,Crown Heights,2
18411056,295,Entire home/apt,Harlem,0
18415505,99,Entire home/apt,Harlem,2
18442569,93,Entire home/apt,Bushwick,2
18515889,70,Private room,Bushwick,2
18527437,120,Entire home/apt,Ridgewood,2
18585784,45,Private room,Bushwick,2
18609316,60,Private room,Harlem,0
18616234,70,Private room,East Harlem,2
18776660,55,Private room,Williamsburg,0
18870281,29,Private room,Flatbush,2
18979981,176,Entire home/apt,West Village,2
18998595,225,Entire home/apt,South Slope,2
19206035,70,Private room,Upper West Side,2
19291110,55,Private room,Crown Heights,2
19364266,44,Private room,Flushing,1
19376182,70,Private room,Clinton Hill,2
19438593,50,Private room,Bushwick,2
19440004,100,Private room,Upper East Side,0
19544381,100,Entire home/apt,Chinatown,2
19555750,60,Private room,Chinatown,3
19592223,120,Entire home/apt,West Village,2
19596021,150,Entire home/apt,Jackson Heights,1
19760008,67,Private room,Upper West Side,2
19767372,137,Entire home/apt,Astoria,2
19969420,87,Private room,Financial District,2
20164634,110,Entire home/apt,Fort Greene,2
20440400,181,Entire home/apt,East Village,2
20622825,90,Private room,Bushwick,2
20663644,85,Entire home/apt,Windsor Terrace,2
20682663,175,Entire home/apt,Inwood,0
20707361,97,Entire home/apt,Bushwick,2
20904409,79,Entire home/apt,Allerton,1
20933848,60,Private room,Flushing,1
21010714,700,Entire home/apt,Lower East Side,0
21094894,273,Entire home/apt,Hell's Kitchen,0
21282732,40,Private room,Ditmars Steinway,0
21298561,300,Entire home/apt,Williamsburg,0
21485026,60,Private room,Bushwick,2
21499719,70,Entire home/apt,Forest Hills,1
21622153,60,Private room,Harlem,2
21627938,29,Shared room,Lower East Side,0
21801370,40,Private room,Canarsie,1
21828822,45,Private room,Bushwick,2
21867440,41,Entire home/apt,Bushwick,2
21931979,38,Private room,Flushing,1
21938508,125,Entire home/apt,Astoria,2
21967336,135,Entire home/apt,Prospect-Lefferts Gardens,2
21983105,120,Entire home/apt,Greenpoint,2
22020827,150,Entire home/apt,Harlem,2
22059169,81,Entire home/apt,East New York,1
22205619,100,Private room,Williamsburg,2
22205622,70,Private room,Harlem,2
22274932,80,Private room,Ridgewood,2
22277436,71,Entire home/apt,Astoria,2
22290580,99,Private room,East Village,2
22373128,187,Private room,Norwood,1
22448905,80,Private room,Crown Heights,2
22465657,220,Entire home/apt,Lower East Side,0
22484057,45,Private room,Kensington,2
22570044,80,Private room,East Harlem,2
22628471,75,Entire home/apt,Chelsea,2
22635959,45,Private room,Glendale,1
22667649,65,Private room,Chinatown,2
22899900,110,Private room,Midtown,3
22953136,125,Entire home/apt,Williamsburg,2
22978388,150,Private room,Sunset Park,2
22997928,200,Entire home/apt,Williamsburg,2
23039363,250,Entire home/apt,Upper East Side,0
23084751,180,Entire home/apt,Midtown,2
23251775,120,Entire home/apt,Williamsburg,2
23483266,39,Private room,Jackson Heights,1
23916900,231,Entire home/apt,Long Island City,2
23959939,175,Entire home/apt,Greenpoint,2
24086562,85,Private room,Harlem,2
24118031,95,Entire home/apt,Concourse,0
24157013,100,Entire home/apt,Carroll Gardens,2
24380012,40,Private room,Midwood,2
24627128,112,Private room,Upper West Side,2
24630272,90,Private room,Civic Center,2
24633539,60,Private room,East Village,2
25011733,170,Entire home/apt,Chinatown,2
25283412,45,Private room,Bedford-Stuyvesant,2
25297710,45,Private room,Bushwick,2
25852200,69,Shared room,Hell's Kitchen,0
25971425,70,Private room,Harlem,2
26371238,89,Private room,Brooklyn Heights,2
26380347,250,Entire home/apt,Upper East Side,2
26385398,210,Entire home/apt,South Slope,0
26465413,125,Private room,Midtown,2
26560159,100,Entire home/apt,Prospect-Lefferts Gardens,2
26597239,51,Private room,Astoria,2
26627587,100,Entire home/apt,Richmond Hill,1
26815937,48,Private room,Flushing,1
26893534,250,Entire home/apt,Williamsburg,2
26993585,95,Private room,Williamsburg,0
27125791,149,Entire home/apt,Downtown Brooklyn,2
27215807,550,Entire home/apt,Hell's Kitchen,0
27254736,86,Entire home/apt,Kips Bay,2
27281452,60,Private room,Bedford-Stuyvesant,0
27360936,150,Entire home/apt,Bedford-Stuyvesant,2
27387238,200,Entire home/apt,Midtown,0
27394468,180,Private room,Hell's Kitchen,0
27425265,55,Private room,Dyker Heights,2
27492039,148,Entire home/apt,Bedford-Stuyvesant,2
27505253,100,Private room,Crown Heights,2
27652402,52,Private room,Bedford-Stuyvesant,0
27681015,172,Entire home/apt,Williamsburg,2
27871248,130,Entire home/apt,Park Slope,0
28152851,43,Private room,Woodside,2
28218300,90,Private room,Prospect Heights,2
28441716,230,Entire home/apt,Hell's Kitchen,2
28584690,60,Private room,Upper East Side,2
28608251,39,Shared room,Bedford-Stuyvesant,0
28614344,55,Private room,Sunset Park,2
28654606,500,Entire home/apt,Crown Heights,0
28689388,95,Entire home/apt,Ditmars Steinway,2
28761069,62,Private room,Harlem,0
28763093,175,Entire home/apt,Theater District,2
28867577,180,Entire home/apt,Harlem,2
29014353,69,Private room,Carroll Gardens,2
29075705,66,Private room,Williamsburg,2
29096185,31,Private room,Woodside,2
29149612,87,Private room,Astoria,0
29167257,100,Entire home/apt,Concourse,0
29179815,60,Private room,Bedford-Stuyvesant,0
29206535,75,Private room,Bushwick,0
29253322,90,Private room,Woodhaven,1
29258871,35,Private room,Bushwick,2
29782067,97,Private room,Astoria,0
29834691,150,Entire home/apt,Harlem,2
29860810,100,Private room,Williamsburg,2
29885929,90,Private room,Harlem,2
29925332,87,Entire home/apt,Kips Bay,0
29928467,250,Entire home/apt,Astoria,2
29928630,60,Private room,Ditmars Steinway,0
29963810,120,Private room,East Harlem,0
30062477,30,Shared room,Sheepshead Bay,2
30147493,165,Entire home/apt,Nolita,2
30160427,189,Entire home/apt,Upper East Side,2
30389309,307,Entire home/apt,Kips Bay,0
30393223,271,Entire home/apt,Upper West Side,0
30517097,45,Private room,Bushwick,2
30528438,52,Entire home/apt,Crown Heights,2
30538323,200,Entire home/apt,Kew Gardens,1
30589865,120,Entire home/apt,Red Hook,2
30704165,100,Entire home/apt,Ditmars Steinway,0
30762826,140,Entire home/apt,Bedford-Stuyvesant,2
30795092,185,Entire home/apt,Crown Heights,2
30882893,450,Entire home/apt,Hell's Kitchen,0
30927349,420,Entire home/apt,Financial District,2
30957964,134,Entire home/apt,Hell's Kitchen,2
30958558,250,Entire home/apt,Greenwich Village,0
30958853,32,Private room,Sunset Park,2
30982252,60,Private room,Ozone Park,1
31122807,200,Private room,Chelsea,0
31369708,250,Private room,Cypress Hills,1
31420503,150,Entire home/apt,West Village,2
31591448,190,Entire home/apt,Chinatown,0
31595243,300,Entire home/apt,Upper West Side,2
31801631,150,Private room,Hell's Kitchen,2
32092858,119,Entire home/apt,Bedford-Stuyvesant,2
32225186,392,Entire home/apt,Financial District,0
32236951,472,Entire home/apt,Financial District,0
32240776,130,Entire home/apt,Bedford-Stuyvesant,0
32409168,80,Private room,Astoria,0
32414842,100,Private room,Longwood,1
32423962,35,Private room,Woodside,2
32499495,175,Entire home/apt,Columbia St,2
32573252,107,Entire home/apt,Long Island City,0
32574380,99,Entire home/apt,Greenpoint,2
32610834,150,Entire home/apt,Kips Bay,2
32619108,40,Private room,East New York,1
32788877,75,Private room,Astoria,2
32835357,40,Private room,Jackson Heights,1
32959315,131,Entire home/apt,Glendale,1
32974799,45,Shared room,Bushwick,0
32979235,65,Private room,Bedford-Stuyvesant,2
33020831,250,Entire home/apt,Upper West Side,2
33047896,100,Entire home/apt,Sunnyside,2
33169495,126,Entire home/apt,Boerum Hill,2
33186696,70,Private room,Harlem,2
33344728,70,Entire home/apt,Flushing,1
33406188,169,Private room,Financial District,0
33431823,60,Shared room,East Harlem,2
33468225,110,Entire home/apt,Harlem,2
33492587,173,Entire home/apt,SoHo,2
33520202,147,Entire home/apt,Bushwick,2
33579970,130,Entire home/apt,Long Island City,2
33683110,225,Entire home/apt,Williamsburg,2
33740789,51,Private room,Harlem,2
33829538,420,Entire home/apt,Theater District,0
33873570,125,Private room,East Flatbush,2
33990380,228,Entire home/apt,Financial District,0
34065823,24,Private room,Sunset Park,2
34123251,195,Entire home/apt,Gowanus,0
34136999,267,Entire home/apt,Tribeca,0
34156161,249,Entire home/apt,Chelsea,2
34208053,113,Entire home/apt,Long Island City,2
34235450,300,Entire home/apt,Chinatown,0
34302031,64,Entire home/apt,Jamaica,1
34313143,699,Entire home/apt,Financial District,0
34343208,120,Private room,Hell's Kitchen,0
34343990,70,Private room,Williamsburg,2
34425422,119,Entire home/apt,Flushing,1
34439212,500,Entire home/apt,West Village,2
34485746,100,Private room,Theater District,0
34543610,580,Entire home/apt,Upper West Side,0
34607764,34,Private room,East Harlem,0
34646105,300,Entire home/apt,Bushwick,0
34651960,75,Private room,Bushwick,2
34668348,200,Entire home/apt,Lower East Side,2
34677950,150,Entire home/apt,Bedford-Stuyvesant,2
34962979,150,Entire home/apt,Upper East Side,2
34972591,300,Entire home/apt,Murray Hill,0
35005234,180,Entire home/apt,Hell's Kitchen,0
35082713,89,Entire home/apt,SoHo,2
35127308,40,Private room,Jamaica,1
35155272,299,Entire home/apt,Chelsea,2
35163045,66,Private room,Windsor Terrace,2
35536969,250,Entire home/apt,Bedford-Stuyvesant,2
35610360,90,Private room,Upper West Side,2
35678627,99,Private room,Bay Ridge,2
35680258,130,Entire home/apt,Red Hook,2
35707097,30,Shared room,Sunnyside,0
35832547,295,Entire home/apt,Gramercy,2
35943602,79,Entire home/apt,Pelham Gardens,1
35995074,62,Private room,Ditmars Steinway,0
36105777,45,Private room,Bushwick,2
36256460,88,Private room,Gramercy,2
36322141,75,Private room,Harlem,2
468613,1300,Private room,Lower East Side,2
645922,100,Private room,Midtown,2
740947,120,Entire home/apt,Kips Bay,0
921624,220,Entire home/apt,Williamsburg,2
978386,85,Entire home/apt,Astoria,3
1101224,182,Entire home/apt,Bedford-Stuyvesant,2
1286024,350,Entire home/apt,Financial District,2
1313768,199,Entire home/apt,Williamsburg,2
1357021,219,Entire home/apt,Midtown,0
1398234,217,Entire home/apt,Nolita,0
1453049,95,Entire home/apt,Bushwick,2
1503670,65,Private room,Park Slope,0
1546945,59,Private room,Flushing,1
1620225,150,Entire home/apt,Williamsburg,2
1646432,130,Entire home/apt,Bedford-Stuyvesant,3
1717138,49,Entire home/apt,Flatbush,0
1739847,45,Private room,Soundview,1
1755844,450,Entire home/apt,Crown Heights,0
1785942,44,Private room,Prospect-Lefferts Gardens,3
1934804,750,Entire home/apt,Clinton Hill,0
1977888,120,Entire home/apt,East Village,2
2065538,88,Entire home/apt,Crown Heights,2
2237032,79,Private room,Long Island City,0
2514760,145,Entire home/apt,Upper West Side,0
2539759,200,Private room,Harlem,2
2683455,155,Entire home/apt,Long Island City,2
2760968,80,Private room,Williamsburg,3
2781747,150,Entire home/apt,Carroll Gardens,2
3187925,215,Entire home/apt,Fort Greene,2
3318859,69,Private room,Greenpoint,2
3349699,150,Entire home/apt,Williamsburg,2
3359315,22,Private room,Harlem,2
3386226,285,Entire home/apt,Williamsburg,3
3421589,180,Entire home/apt,SoHo,2
3634361,140,Entire home/apt,Windsor Terrace,0
3661168,65,Private room,Williamsburg,2
3677995,350,Entire home/apt,Harlem,2
3817216,87,Entire home/apt,Murray Hill,0
4110645,85,Private room,Bay Ridge,2
4195677,80,Private room,Sunnyside,2
4296126,259,Entire home/apt,Hell's Kitchen,0
4363228,180,Entire home/apt,Lower East Side,0
4366049,180,Entire home/apt,Bedford-Stuyvesant,0
4445185,84,Private room,South Slope,2
4502545,275,Entire home/apt,Upper East Side,2
4530154,53,Private room,South Slope,3
4725852,100,Entire home/apt,Williamsburg,2
4739703,175,Entire home/apt,Prospect Heights,2
4792192,80,Private room,Williamsburg,2
5038299,180,Entire home/apt,Fort Greene,2
5269840,139,Entire home/apt,East Flatbush,0
5276602,45,Private room,Fort Greene,2
5365190,195,Entire home/apt,Williamsburg,2
5509802,295,Entire home/apt,East Harlem,0
5758234,225,Entire home/apt,Bushwick,3
5904538,150,Private room,Kips Bay,2
6225974,71,Private room,Williamsburg,3
6397592,99,Private room,Two Bridges,0
6556848,175,Entire home/apt,Prospect Heights,2
6661923,150,Entire home/apt,Hell's Kitchen,2
6778776,55,Private room,Washington Heights,2
6800576,65,Private room,Harlem,3
6881827,190,Private room,Hell's Kitchen,2
6939638,700,Entire home/apt,Tribeca,2
6948161,250,Entire home/apt,Chelsea,2
6987811,51,Private room,Bushwick,2
7002915,165,Entire home/apt,Upper West Side,2
7047808,850,Entire home/apt,Flatiron District,3
7072541,150,Entire home/apt,Bushwick,2
7133306,65,Private room,Bedford-Stuyvesant,2
7331201,120,Entire home/apt,Crown Heights,2
7396662,120,Private room,Lower East Side,2
7478570,68,Entire home/apt,Prospect-Lefferts Gardens,2
7535342,200,Entire home/apt,Hell's Kitchen,3
7556814,85,Private room,South Slope,2
7688481,220,Entire home/apt,Bushwick,2
7726296,115,Entire home/apt,Bedford-Stuyvesant,2
8226346,96,Private room,Bushwick,2
8266641,139,Private room,Bedford-Stuyvesant,3
8563124,180,Entire home/apt,Nolita,2
8594833,352,Entire home/apt,Red Hook,2
8900026,450,Entire home/apt,Chelsea,2
9116868,100,Entire home/apt,East Village,2
9280902,98,Entire home/apt,Bedford-Stuyvesant,2
9309192,245,Entire home/apt,Lower East Side,2
9356909,199,Entire home/apt,Carroll Gardens,2
9473646,80,Private room,Carroll Gardens,2
9509148,150,Entire home/apt,Crown Heights,3
9547361,130,Entire home/apt,Upper East Side,2
9616453,75,Private room,Morningside Heights,2
9637937,125,Private room,Lower East Side,0
9647235,75,Private room,Forest Hills,1
9786543,60,Private room,Bedford-Stuyvesant,0
9843892,80,Private room,Gramercy,0
9879235,275,Entire home/apt,Hell's Kitchen,2
9938066,110,Entire home/apt,Midtown,0
9953924,175,Entire home/apt,Kips Bay,2
10059699,159,Entire home/apt,Chelsea,2
10103745,80,Entire home/apt,Bushwick,2
10516610,99,Private room,Upper West Side,2
11168411,38,Private room,Bedford-Stuyvesant,2
11228512,70,Private room,Upper East Side,2
11279590,145,Entire home/apt,Upper East Side,0
11282348,250,Entire home/apt,Upper West Side,2
11461524,70,Private room,Greenpoint,2
11465084,160,Entire home/apt,East Village,0
11511466,300,Entire home/apt,Upper East Side,0
11737916,55,Private room,Crown Heights,2
11753116,49,Private room,Crown Heights,2
12084009,140,Entire home/apt,Upper East Side,2
12089889,239,Entire home/apt,Hell's Kitchen,0
12113280,44,Private room,Bedford-Stuyvesant,2
12253338,78,Private room,Washington Heights,2
12326402,49,Entire home/apt,Brownsville,1
12370347,48,Private room,Crown Heights,3
12409217,96,Entire home/apt,Hell's Kitchen,0
12562075,80,Private room,Financial District,2
12564287,99,Entire home/apt,Wakefield,1
12622115,115,Entire home/apt,Hell's Kitchen,3
12806016,175,Entire home/apt,Flatbush,3
12863594,150,Entire home/apt,Crown Heights,2
13040618,40,Private room,Bushwick,2
13164770,40,Private room,Bushwick,2
13278166,100,Private room,Greenpoint,2
13311392,70,Private room,Bedford-Stuyvesant,0
13375936,85,Private room,Harlem,2
13407328,75,Entire home/apt,Prospect Heights,2
13477342,95,Private room,Harlem,2
13494532,90,Private room,Upper East Side,0
13956326,200,Entire home/apt,Williamsburg,2
14027756,350,Entire home/apt,SoHo,2
14066397,115,Entire home/apt,Washington Heights,2
14071436,165,Entire home/apt,Midtown,0
14073163,159,Entire home/apt,Midtown,2
14615541,65,Shared room,Bedford-Stuyvesant,2
14619860,440,Entire home/apt,Tribeca,0
14716155,55,Private room,Bedford-Stuyvesant,3
14868347,199,Entire home/apt,Midtown,0
14880613,300,Entire home/apt,East Village,2
14988134,250,Entire home/apt,Gramercy,0
15339227,70,Private room,Sunnyside,2
15774003,146,Entire home/apt,Sheepshead Bay,3
15928001,125,Entire home/apt,Upper East Side,0
16017948,49,Private room,East Flatbush,2
16217520,130,Entire home/apt,Williamsburg,2
16226066,64,Private room,Sunset Park,3
16243823,360,Entire home/apt,Williamsburg,2
16335101,92,Entire home/apt,Flatbush,0
16352250,65,Private room,East Harlem,2
16374392,120,Entire home/apt,Williamsburg,0
16428888,100,Private room,East Village,2
16430924,137,Entire home/apt,Crown Heights,0
16490732,260,Entire home/apt,Park Slope,0
16497297,60,Private room,Greenpoint,2
16814536,55,Private room,Sunset Park,2
16897571,110,Private room,Lower East Side,2
17123684,230,Entire home/apt,Hell's Kitchen,0
17187942,100,Entire home/apt,East Harlem,2
17255171,200,Entire home/apt,Morningside Heights,2
17475107,20,Shared room,Schuylerville,1
17495862,45,Private room,Crown Heights,2
17512277,150,Entire home/apt,Murray Hill,0
17591356,90,Private room,Upper East Side,2
17699556,50,Private room,Crown Heights,2
18005542,45,Private room,Morningside Heights,2
18008937,230,Entire home/apt,West Village,2
18430686,80,Private room,Hell's Kitchen,0
18585458,105,Entire home/apt,East Flatbush,3
18612788,150,Entire home/apt,Bedford-Stuyvesant,2
18675061,70,Private room,Upper West Side,2
18718195,110,Private room,Roosevelt Island,0
18752307,195,Entire home/apt,Harlem,2
18852200,75,Private room,East Village,0
18852919,70,Private room,Allerton,1
18857875,100,Private room,Upper West Side,2
18942358,105,Entire home/apt,Park Slope,0
18946376,35,Private room,Ditmars Steinway,2
19015592,350,Entire home/apt,Chelsea,2
19122483,800,Entire home/apt,Upper West Side,2
19140331,86,Entire home/apt,Arverne,1
19175650,80,Private room,Woodside,2
19179961,65,Private room,Cypress Hills,1
19265835,135,Entire home/apt,Harlem,2
19429043,36,Private room,Bedford-Stuyvesant,3
19478537,70,Entire home/apt,Crown Heights,2
19582754,79,Private room,Upper East Side,0
19618958,325,Entire home/apt,Chinatown,0
19673728,42,Private room,Williamsburg,2
