listing_id,host_id,neighbourhood_id,room_type_id,date_id,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
30398938,211549023,38814,2,34,240,2,11,1.89,13,258
30399177,228263278,38815,1,203,160,2,2,0.32,4,180
30399408,110278081,38816,2,29,70,2,16,2.24,1,4
30399435,224368116,38817,2,11,313,1,22,4.52,1,28
30399838,228268284,38818,2,410,750,7,1,0.14,1,0
30399969,129312581,38819,2,3,167,2,0,0.0,1,0
30399972,228268188,38820,1,2,65,1,7,1.0,1,351
30400100,224480214,38821,2,6,308,1,39,6.46,1,269
30400390,48138946,38822,2,29,100,1,11,1.55,1,81
30400423,226338109,38823,1,125,60,2,13,1.83,4,311
30400542,137358866,38824,1,3,42,30,0,0.0,103,219
30400683,36747057,38825,1,376,90,6,4,1.02,1,0
30400980,62869020,38826,2,859,120,4,2,0.39,1,0
30401429,58344344,38827,1,14,51,1,33,5.24,1,19
30402045,171673961,38828,1,17,25,2,2,0.3,1,0
30403397,5439134,38829,2,216,150,1,1,1.0,1,5
30403504,95570854,38830,2,3,250,7,0,0.0,2,365
30403878,226339724,38831,1,60,55,5,4,0.72,10,360
30404034,6899080,38832,2,15,115,3,22,3.49,1,44
30404664,72512761,38833,1,172,44,1,29,4.07,3,0
30405178,51937277,38834,2,60,243,2,14,1.89,1,93
30406215,73262360,38835,2,118,290,4,1,0.83,1,52
30406311,40305031,38836,1,202,65,1,5,0.68,2,363
30406899,40305031,38837,1,137,55,1,10,1.36,2,365
30407158,228321090,38838,1,52,115,1,20,2.83,1,67
30407308,109843377,38839,1,3,60,14,0,0.0,2,156
30408787,228332039,38840,1,60,30,1,3,1.41,1,8
30415541,33320745,38841,2,18,250,6,4,1.56,1,105
30416267,15377463,38842,1,3,65,2,0,0.0,1,0
30417368,129732248,38843,2,88,120,4,19,2.98,1,8
30417665,71276635,38844,2,35,140,1,22,3.1,5,334
30417877,25077909,38845,1,49,50,3,10,1.59,2,235
30418156,24346280,38846,1,422,70,5,1,0.22,1,0
30418220,59917137,38847,1,50,65,5,1,0.16,1,0
30418770,221645033,38848,1,88,50,1,1,1.0,5,333
30418905,35746135,38849,1,42,35,1,9,1.23,2,0
30420904,226350275,38850,1,165,60,1,1,0.16,1,0
30421561,107434423,38851,2,1571,245,30,1,0.17,232,326
30421730,65797727,38852,2,3,300,4,0,0.0,1,0
30421742,224315550,38853,1,4,90,2,27,3.84,2,56
30421981,506779,38854,1,3,295,3,0,0.0,2,338
30422332,8661991,38855,2,74,200,2,1,0.16,1,0
30422813,158970159,38856,2,529,95,14,1,0.17,1,0
30423106,228415932,38857,1,158,45,1,37,20.94,1,134
30423282,210427776,38858,1,140,25,2,4,0.59,1,0
30423571,228420131,38859,1,52,35,2,7,1.07,1,35
30424508,383623,38860,1,8,50,5,4,0.56,1,12
30424707,34292000,38861,2,6,150,2,4,0.59,1,1
30425766,224074972,38862,3,79,30,2,14,1.92,4,224
30425770,128580688,38863,2,35,150,1,51,7.43,1,248
30426001,228437214,38864,1,4,65,1,48,6.7,1,4
30426054,7544635,38865,1,3,130,2,0,0.0,2,177
30427406,166794407,38866,3,3,55,5,0,0.0,3,83
30427521,214979297,38867,2,39,110,5,3,0.41,1,4
30427669,78104160,38868,1,529,40,14,3,0.46,1,0
30428469,29411875,38869,2,17,175,3,3,0.46,1,0
30428479,228130265,38870,2,8,125,2,22,3.25,1,82
30428730,17618432,38871,2,17,215,1,3,0.42,1,0
30429113,17040751,38872,2,3,150,90,0,0.0,1,0
30429469,224414117,38873,1,1437,199,1,17,2.37,30,334
30429519,82683774,38874,1,364,45,2,17,2.52,1,14
30429599,20277431,38875,1,3,220,7,0,0.0,1,89
30429620,224414117,38876,1,117,199,1,10,1.36,30,356
30429625,148049072,38877,1,17,90,2,1,0.16,1,79
30429780,224414117,38878,1,147,199,1,17,2.34,30,354
30429970,224414117,38879,1,29,199,1,17,2.32,30,347
30430139,224414117,38880,1,27,179,1,20,2.76,30,364
30430163,96089493,38881,1,754,60,1,1,0.14,1,0
30430185,224414117,38882,1,364,179,1,18,2.49,30,364
30430235,224414117,38883,1,172,179,1,16,2.22,30,363
30430294,224414117,38884,1,64,179,1,13,1.82,30,361
30432254,284199,38885,1,3,70,15,0,0.0,2,0
30434346,1395530,38886,1,27,27,20,2,0.42,1,333
30435549,137358866,38887,1,3,49,30,0,0.0,103,251
30435663,113417140,38888,2,34,200,2,2,1.4,1,0
30435839,222049462,38889,1,14,55,1,42,5.78,2,87
30437291,228524640,38890,1,698,55,21,1,0.24,1,342
30437417,1627760,38891,2,17,190,3,1,0.16,1,0
30437498,48572835,38892,2,115,300,6,2,1.33,1,270
30437677,105367031,38893,2,15,125,2,3,1.11,5,342
30437968,52575295,38894,2,6,295,5,3,0.49,1,46
30438095,105367031,38895,2,50,125,2,2,0.3,5,347
30438251,228536894,38896,1,98,47,1,2,0.31,1,0
30438271,31610838,38897,1,140,95,12,1,0.17,1,0
30438391,137358866,38898,1,64,63,30,1,0.43,103,251
30438997,105367031,38899,2,226,125,2,1,0.37,5,347
30439073,5732940,38900,2,6,225,3,1,1.0,1,314
30439210,3548411,38901,2,14,300,3,14,2.22,1,311
30439398,47152279,38902,1,38,40,3,3,0.43,1,0
30439600,209964870,38903,2,17,149,4,1,0.16,1,0
30439783,138573840,38904,1,17,90,1,2,0.31,1,0
30439949,135060128,38905,2,104,160,1,35,4.79,2,269
30440226,217642173,38906,1,68,207,1,3,0.74,2,82
30440427,228552300,38907,2,15,805,4,19,2.63,1,168
30440488,226410657,38908,1,43,42,30,1,0.18,27,311
30440653,6284535,38909,1,3,63,4,0,0.0,1,187
30440712,226410657,38910,1,3,42,30,0,0.0,27,332
30440903,226410657,38911,1,2,42,30,1,0.6,27,282
30441211,7384820,38912,1,13,115,1,22,3.22,1,33
30441377,200239515,38913,1,3,28,28,0,0.0,15,0
30441504,157287318,38914,2,8,275,30,35,5.0,1,253
30441751,28060043,38915,2,29,195,2,2,0.32,1,1
30441793,200055931,38916,1,3,280,1,0,0.0,1,90
30441795,184670155,38917,1,547,100,1,6,1.02,2,0
30442211,226410657,38918,1,172,35,30,1,0.73,27,312
30442257,40204585,38919,2,820,180,1,3,0.47,1,0
30442290,226410657,38920,1,120,42,30,1,0.48,27,346
30442333,228567385,38921,2,118,150,2,6,0.95,1,336
30442508,226410657,38922,1,3,42,30,0,0.0,27,358
30442585,226410657,38923,1,3,42,30,0,0.0,27,358
30442665,53186123,38924,1,32,65,1,19,3.28,1,0
30442720,226410657,38925,1,3,42,30,0,0.0,27,358
30442775,220095360,38926,1,3,27,7,0,0.0,1,0
30442790,226410657,38927,1,3,42,30,0,0.0,27,326
30442870,226410657,38928,1,56,42,30,1,0.33,27,342
30442999,226410657,38929,1,3,42,30,0,0.0,27,312
30443032,10458297,38930,1,3,230,4,0,0.0,1,35
30443067,226410657,38931,1,3,42,30,0,0.0,27,343
30443115,226410657,38932,1,3,42,30,0,0.0,27,331
30443961,226503876,38933,1,40,60,5,13,1.9,2,253
30443976,193986289,38934,2,3,3000,1,0,0.0,1,311
30444003,8144643,38935,2,3,90,5,0,0.0,1,0
30444500,193963715,38936,2,1295,75,6,2,0.3,1,24
30444675,209943977,38937,2,45,120,2,4,0.61,1,0
30444773,1157099,38938,2,11,75,2,11,1.73,1,0
30445028,172586583,38939,1,14,110,3,6,0.84,1,12
30445079,37254146,38940,2,413,189,19,1,0.16,1,200
30445156,51842673,38941,3,3,725,1,0,0.0,1,0
30445539,225291555,38942,1,382,55,2,5,0.79,2,160
30446240,35352941,38943,2,3,350,7,0,0.0,1,219
30446253,171198420,38944,1,15,35,3,39,6.43,2,8
30447266,3229770,38945,2,88,149,3,6,0.91,4,305
30447329,68039772,38946,1,733,55,4,1,0.14,1,15
30448539,27421445,38947,1,418,50,6,1,0.16,1,0
30448678,224074972,38948,3,35,30,2,18,2.57,4,192
30449094,228608906,38949,1,17,65,1,1,0.16,2,362
30449111,227856882,38950,1,118,99,1,2,0.32,1,90
30450834,228622994,38951,1,248,29,1,26,3.84,1,0
30451593,27664722,38952,1,17,30,3,2,0.3,1,0
30452520,20790185,38953,3,99,90,2,8,1.11,1,5
30453281,69189948,38954,1,18,50,1,12,1.69,3,0
30457958,15397994,38955,2,40,175,2,7,1.1,1,38
30458672,125961131,38956,1,14,79,1,44,6.38,3,3
30459160,84147508,38957,2,74,190,3,1,0.16,1,0
30459588,6407054,38958,3,18,34,1,17,2.33,3,4
30460606,224678494,38959,2,11,443,1,28,4.75,1,293
30460675,67727548,38960,2,48,150,2,9,1.27,1,1
30461720,157219382,38961,2,773,75,6,1,0.18,1,0
30462343,216428022,38962,2,249,299,2,10,1.46,1,271
30462998,228707670,38963,2,19,112,3,14,3.31,1,16
30463017,212456912,38964,2,51,125,2,22,3.22,1,122
30463419,24552104,38965,1,3,350,3,0,0.0,1,3
30463784,224684025,38966,2,26,392,1,19,3.73,1,337
30464086,218543704,38967,2,10,150,1,18,2.54,1,175
30464266,14413778,38968,2,3,800,3,0,0.0,2,0
30464498,46745791,38969,2,50,145,2,3,0.46,1,0
30464926,27668092,38970,1,8,55,3,7,1.74,3,79
30465539,140348326,38971,2,3,80,4,0,0.0,2,0
30465758,566838,38972,1,35,50,1,30,6.25,2,149
30466053,45731391,38973,2,17,195,2,1,0.16,3,0
30466608,38407262,38974,2,6,115,3,9,1.34,1,315
30466737,1936796,38975,1,40,72,2,3,3.0,2,0
30467289,20631010,38976,2,3,180,3,0,0.0,1,0
30467785,40245658,38977,2,15,264,2,8,1.28,3,2
30468177,4765019,38978,2,40,150,3,9,1.44,1,0
30468335,228750026,38979,1,3,55,7,0,0.0,1,69
30468550,6407054,38980,2,115,101,2,8,1.24,3,0
30468686,11769840,38981,1,15,70,2,8,1.22,2,5
30468736,39523280,38982,2,26,185,2,30,4.59,1,281
30469105,88036082,38983,2,698,125,2,17,2.48,2,0
30469315,6394831,38984,1,3,100,3,0,0.0,1,0
30469464,227836627,38985,1,3,699,2,0,0.0,1,365
30469490,154981576,38986,1,3,35,30,0,0.0,9,45
30469789,21552055,38987,2,1668,150,1,4,0.59,2,0
30470126,162166015,38988,1,17,50,1,3,0.45,1,189
30470365,37860219,38989,2,13,250,1,7,1.06,2,5
30470373,227345813,38990,2,19,261,2,18,2.57,1,143
30471690,74215453,38991,1,3,100,5,0,0.0,1,41
30473401,25043292,38992,1,3,98,7,0,0.0,2,0
30473558,228771058,38993,1,19,52,4,7,1.83,1,54
30474972,67054959,38994,1,19,100,1,4,0.99,1,56
30475015,37860219,38995,1,202,50,2,4,0.71,2,7
30476053,1229653,38996,2,206,90,3,2,0.33,1,0
30476363,3229770,38997,2,15,129,3,7,1.11,4,280
30476370,35983559,38998,1,15,75,3,1,1.0,3,170
30476455,1609077,38999,2,3,99,3,0,0.0,3,0
30476519,160495098,39000,1,3,72,2,0,0.0,5,0
30476876,227647873,39001,1,15,109,2,50,6.88,3,0
30477343,51610412,39002,1,74,45,4,2,0.28,1,0
30477370,21102511,39003,1,108,100,2,2,0.32,1,43
30477526,2327106,39004,2,38,275,2,6,0.95,1,252
30478251,198328249,39005,1,3,43,20,0,0.0,2,365
30478388,104814095,39006,1,15,29,1,5,0.86,3,35
30483084,129525574,39007,2,11,125,2,13,3.61,1,360
30483778,221285123,39008,1,3,69,10,0,0.0,1,0
30483899,82189264,39009,2,3,215,60,0,0.0,1,365
30484485,4297835,39010,1,3,75,2,0,0.0,1,0
30485423,137358866,39011,1,3,42,30,0,0.0,103,63
30486661,137358866,39012,1,3,43,30,0,0.0,103,236
30489218,59026607,39013,2,45,72,3,7,1.26,1,0
30489379,111542307,39014,3,1021,19,30,1,0.17,2,339
30494093,115355850,39015,2,40,125,2,23,4.51,1,60
30495063,33988719,39016,1,3,90,3,0,0.0,1,176
30495338,228872661,39017,2,18,243,1,23,4.63,1,107
30495481,228864897,39018,2,3,180,1,0,0.0,1,0
30495558,226471554,39019,1,463,65,3,4,0.62,1,0
30495739,104835154,39020,2,3,175,30,0,0.0,2,274
30495769,17486626,39021,1,174,70,9,1,0.19,2,15
30496077,228878380,39022,2,98,200,5,1,0.16,1,0
30496231,185725011,39023,2,165,65,3,1,0.15,1,281
30496236,178224519,39024,2,3,155,30,0,0.0,8,363
30496490,195422078,39025,2,3,365,30,0,0.0,1,145
30496651,10358835,39026,1,3,49,7,0,0.0,1,362
30497529,1286331,39027,2,18,100,3,12,1.9,1,80
30498747,36642844,39028,1,246,97,1,4,0.63,1,0
30498804,228895684,39029,1,3,35,5,0,0.0,1,321
30499051,3104928,39030,2,29,275,3,11,1.78,1,36
30499109,1513294,39031,2,738,95,222,1,0.16,2,85
30499163,57302064,39032,2,36,595,2,3,0.47,1,55
30499662,228900197,39033,1,133,55,2,2,0.32,1,0
30501797,5048861,39034,2,17,101,2,3,0.45,1,0
30501806,11710440,39035,2,331,180,3,6,1.28,1,0
30501956,139195158,39036,1,374,99,2,10,1.59,1,5
30502203,11332183,39037,1,27,65,3,3,0.45,1,0
30502752,16098958,39038,2,3,265,30,0,0.0,96,330
30502875,199716727,39039,1,3,120,2,0,0.0,1,66
30502914,208955733,39040,1,15,95,1,6,0.87,4,350
30503020,16098958,39041,2,3,215,30,0,0.0,96,327
30503210,143031643,39042,2,17,300,2,1,0.16,1,0
30504465,34222449,39043,1,3,105,2,0,0.0,1,8
30504780,228898361,39044,2,724,200,2,7,1.01,1,0
30505350,141359886,39045,2,8,100,2,22,3.32,1,286
30505732,228937001,39046,2,21,165,1,24,3.77,1,213
30505964,73624239,39047,2,15,120,2,11,1.68,1,62
30506672,24419496,39048,2,66,125,3,1,0.16,1,0
30506799,208537842,39049,2,17,200,1,3,0.41,1,0
30507110,228945290,39050,1,11,45,1,4,0.57,1,90
30507545,201447930,39051,2,61,260,2,2,0.32,2,28
30508185,228709796,39052,1,51,40,1,3,0.47,1,20
30509099,474940,39053,2,3,120,30,0,0.0,1,0
30509230,158314625,39054,1,754,70,1,1,0.14,2,0
30509658,57195863,39055,2,11,295,2,7,1.12,1,129
30509757,200239515,39056,1,760,32,30,2,0.32,15,38
30510107,5977578,39057,1,3,45,2,0,0.0,2,100
30510275,10184093,39058,2,278,119,5,3,0.47,1,0
30510347,34621599,39059,1,39,55,2,6,0.86,1,89
30510365,228286488,39060,1,407,40,3,1,0.15,1,245
30510553,58929651,39061,2,3,800,5,0,0.0,1,0
30511096,132784640,39062,1,29,40,2,20,2.83,1,349
30511114,137358866,39063,1,3,57,30,0,0.0,103,238
30511301,13888249,39064,2,29,180,3,3,0.48,2,0
30511773,90034872,39065,1,40,75,2,4,0.63,1,36
30511873,2086035,39066,2,205,130,4,2,0.52,2,0
30512146,21296382,39067,2,54,200,3,3,0.46,1,188
30512304,228980689,39068,2,15,150,5,9,1.27,1,286
30512507,38249006,39069,2,61,70,4,14,2.07,1,17
30512582,83462709,39070,2,86,359,1,36,5.09,1,175
30513180,11377906,39071,2,3,100,2,0,0.0,1,3
30513862,142642693,39072,2,299,95,2,24,3.79,1,0
30514000,160778490,39073,1,23,40,2,3,0.42,1,19
30514043,137358866,39074,1,3,40,30,0,0.0,103,269
30514166,51985960,39075,1,8,38,6,2,0.32,2,95
30514401,222805048,39076,1,34,40,1,27,4.01,1,49
30514931,228998411,39077,2,3,170,1,0,0.0,1,0
30517097,115193518,39078,1,3,45,5,0,0.0,3,0
30518222,137358866,39079,1,23,51,30,3,0.54,103,246
30521015,228691487,39080,2,11,90,1,39,5.44,1,141
30522970,22051363,39081,1,3,50,1,0,0.0,1,0
30523683,228961973,39082,1,226,85,3,1,0.38,1,341
30524542,18403410,39083,1,55,150,1,3,0.43,1,0
30524703,25947734,39084,2,117,284,4,7,1.11,1,328
30525544,228212001,39085,2,537,185,2,7,1.0,1,14
30525680,1157541,39086,2,982,166,30,1,0.24,1,365
30525727,56778641,39087,1,18,31,1,28,4.57,1,111
30526105,384595,39088,2,8,150,3,8,1.18,1,163
30526261,227814642,39089,2,104,398,1,10,2.5,1,328
30526468,10674184,39090,2,29,185,4,8,1.33,1,0
30527061,229072295,39091,2,74,200,3,1,0.16,1,0
30527403,12802075,39092,2,23,300,4,4,0.63,1,0
30527466,181974787,39093,2,35,189,1,4,0.61,1,74
30527526,228773060,39094,1,1281,25,2,1,0.14,1,0
30527535,227679456,39095,1,40,55,1,32,4.66,7,7
30527900,52671461,39096,2,147,200,2,5,0.72,2,338
30528438,192861009,39097,2,99,52,1,13,1.8,2,88
30528541,95575605,39098,2,3,250,7,0,0.0,1,0
30528551,225620845,39099,2,266,400,3,2,0.32,3,363
30528692,18294695,39100,2,60,102,30,2,0.31,1,0
30529492,229087097,39101,1,3,80,1,0,0.0,1,179
30530151,1725141,39102,2,115,390,15,1,0.91,1,15
30530758,228411197,39103,2,11,450,1,10,1.84,1,352
30531143,213781715,39104,1,3,199,1,0,0.0,33,180
30531163,218526982,39105,1,3,110,1,0,0.0,2,0
30531246,226201658,39106,2,1151,90,30,2,0.45,3,314
30531270,8187816,39107,2,3,550,7,0,0.0,1,20
30531585,6349101,39108,2,754,111,5,1,0.14,1,0
30531695,227682707,39109,1,74,60,2,2,0.29,1,0
30531953,198861577,39110,1,205,295,1,2,0.6,5,90
30532068,229104353,39111,1,3,91,2,0,0.0,2,341
30533086,55970820,39112,2,3,54,30,0,0.0,1,0
30533273,140497439,39113,2,147,55,7,2,0.33,1,0
30533835,9930986,39114,1,3,110,1,0,0.0,1,0
30535180,14254368,39115,1,3,75,4,0,0.0,1,87
30535751,105367031,39116,2,8,325,2,8,2.38,5,342
30535813,98260543,39117,1,14,135,1,11,1.75,3,330
30535905,229124258,39118,2,3,79,10,0,0.0,1,19
30536087,224414117,39119,1,78,179,1,12,1.69,30,175
30536585,1418015,39120,1,15,80,2,10,1.57,4,2
30537134,228879817,39121,1,8,80,1,10,1.41,6,169
30537221,3137237,39122,2,74,175,1,1,0.16,1,0
30537849,21527486,39123,2,125,211,3,8,1.2,1,90
30537851,81009456,39124,2,351,133,1,2,0.28,1,0
30538323,10748308,39125,2,3,200,3,0,0.0,1,0
30538753,854567,39126,1,3,1350,21,0,0.0,2,365
30539100,227915163,39127,2,540,70,6,1,0.14,1,0
30539227,229149810,39128,1,51,75,1,33,4.63,3,81
30539229,49223549,39129,2,3,250,1,0,0.0,1,0
30539307,229149668,39130,2,35,150,3,26,3.79,1,93
30539902,4169001,39131,2,3,175,5,0,0.0,1,0
30540323,55403309,39132,2,66,240,3,1,0.16,2,0
30541377,60939718,39133,1,530,43,5,1,0.15,1,0
30541439,56665831,39134,1,50,99,5,1,0.16,1,0
30541504,21132706,39135,1,3,50,3,0,0.0,1,25
30542320,212466724,39136,1,3,37,5,0,0.0,1,0
30546334,137358866,39137,1,96,41,30,2,0.41,103,186
30547975,31792728,39138,2,35,125,2,30,4.59,1,243
30548591,172369331,39139,3,142,29,18,1,0.21,10,221
30551020,2324779,39140,2,98,250,6,1,0.16,1,0
30551807,229229020,39141,2,55,115,7,3,0.48,1,11
30552071,85385725,39142,1,3,550,2,0,0.0,2,145
30552204,227987738,39143,2,19,392,1,18,3.12,1,318
30552566,24916650,39144,1,51,125,4,21,3.56,1,52
30552680,4075403,39145,2,22,950,4,1,0.37,1,90
30552921,227990647,39146,2,26,360,2,26,3.94,1,21
30553339,229115651,39147,1,3,50,5,0,0.0,1,0
30554355,9994745,39148,2,1668,175,2,2,0.32,1,2
30554660,229147376,39149,1,3,45,30,0,0.0,11,354
30554810,70065270,39150,2,17,90,3,1,0.16,1,0
30554915,24594462,39151,1,88,95,2,27,3.91,2,33
30555359,229147376,39152,1,32,50,15,2,0.85,11,189
30555709,229255407,39153,2,457,150,1,4,0.57,1,5
30555898,12715154,39154,1,17,100,5,1,0.16,2,0
30556230,229147376,39155,1,38,59,15,5,0.94,11,343
30557081,229147376,39156,1,104,60,15,8,1.12,11,330
30557292,229147376,39157,1,66,48,15,2,0.31,11,189
30557569,9047774,39158,2,3,150,4,0,0.0,1,0
30557583,107434423,39159,2,3,287,30,0,0.0,232,218
30557658,229147376,39160,1,77,48,15,5,0.7,11,364
30557789,4599529,39161,1,397,65,2,1,0.15,1,95
30557920,148508902,39162,2,40,69,1,42,6.09,1,57
30558005,22591930,39163,1,17,70,2,1,0.16,1,0
30558097,229269352,39164,1,17,120,2,2,0.3,1,89
30558219,1313385,39165,1,34,90,3,2,2.0,1,1
30558568,229147376,39166,1,339,40,15,3,0.47,11,354
30558682,229272976,39167,1,34,60,2,15,2.27,1,356
30559387,229278227,39168,1,40,45,1,13,2.07,1,324
30559544,195024580,39169,2,603,150,7,2,0.32,1,8
30559819,2522815,39170,2,3,150,2,0,0.0,2,29
30561213,229147376,39171,1,2,48,15,4,0.56,11,341
30561353,169898690,39172,2,3,125,90,0,0.0,1,129
30561846,35256210,39173,2,3,200,4,0,0.0,1,0
30561958,35435470,39174,2,283,99,1,3,0.49,1,0
30562291,21496186,39175,1,15,94,1,27,4.58,2,76
30562328,229293180,39176,1,87,55,3,20,3.39,1,44
30562360,12076120,39177,2,3,205,2,0,0.0,1,157
30562364,5524422,39178,2,17,520,3,1,0.16,1,24
30562589,51596064,39179,2,272,70,1,23,3.27,1,0
30563655,229288524,39180,2,3,128,5,0,0.0,2,142
30563760,9328763,39181,1,3,138,25,0,0.0,2,0
30565063,61560050,39182,1,17,55,2,2,0.32,1,0
30565107,229309933,39183,3,11,49,1,3,0.94,2,90
30565284,181651082,39184,2,10,135,1,5,0.76,3,36
30566489,3933608,39185,2,3,280,3,0,0.0,1,0
30566910,33531612,39186,2,27,110,2,1,0.7,1,280
30567047,229147376,39187,1,32,40,15,4,0.56,11,325
30567064,107053688,39188,2,1281,500,5,5,0.71,1,0
30567265,61107296,39189,1,50,65,1,3,0.47,1,0
30567518,11127879,39190,1,3,79,3,0,0.0,2,359
30567765,9334241,39191,2,108,150,2,2,0.64,1,177
30567827,229309933,39192,1,108,60,1,6,0.87,2,365
30568383,171382321,39193,2,540,400,7,1,0.14,1,219
30568497,229325672,39194,2,19,195,3,11,1.71,1,13
30570178,229147376,39195,1,25,45,15,3,0.47,11,199
30570251,13400096,39196,1,3,40,25,0,0.0,3,0
30570449,229147376,39197,1,1495,45,15,3,0.42,11,331
30570943,227340438,39198,2,125,240,2,14,1.98,1,156
30574688,33064599,39199,2,322,199,1,4,0.68,6,320
30574764,137358866,39200,1,25,35,30,4,0.66,103,269
30577164,156505456,39201,1,339,57,3,1,0.44,13,90
30577273,137358866,39202,1,99,31,30,1,1.0,103,0
30578526,229386490,39203,1,51,65,2,16,2.5,3,222
30578954,15929157,39204,1,233,36,15,1,0.23,3,213
30580115,9572607,39205,1,10,150,1,8,2.07,3,0
30580668,2948760,39206,2,77,120,3,3,0.47,1,0
30580793,152386567,39207,1,51,150,1,16,2.25,2,20
30581572,62398329,39208,1,3,90,1,0,0.0,1,0
30582797,38256284,39209,2,74,250,1,1,0.16,1,0
30582854,227679456,39210,1,61,55,1,24,3.38,7,45
30584054,104813064,39211,1,800,56,1,6,0.88,1,0
30584138,105367031,39212,2,3,250,2,0,0.0,5,342
30584271,229421782,39213,1,1549,43,3,3,0.43,2,58
30584721,5221013,39214,2,32,80,3,2,0.47,1,3
30584948,145041366,39215,2,3,200,7,0,0.0,1,90
30585278,5214227,39216,1,108,90,2,1,0.59,1,63
30585355,229431423,39217,1,418,100,1,1,0.16,1,89
30586349,105622510,39218,1,21,52,2,10,1.6,1,5
30586563,107374902,39219,2,40,182,3,5,0.8,1,41
30587250,114003480,39220,1,3,50,2,0,0.0,1,220
30587285,224042160,39221,1,17,35,1,3,0.44,3,69
30587338,44886301,39222,1,3,175,3,0,0.0,2,0
30587461,229443636,39223,2,72,349,2,15,2.11,1,349
30587740,221204634,39224,2,40,125,2,26,3.79,1,21
30588600,34464182,39225,1,60,100,5,4,1.04,1,89
30588659,227993479,39226,2,86,231,1,23,3.71,1,335
30588681,75509095,39227,1,29,69,1,35,4.93,2,98
30588700,92612757,39228,2,50,200,2,1,0.16,1,219
30589552,24594462,39229,2,99,135,2,2,1.67,2,2
30589636,229458601,39230,2,3,3200,90,0,0.0,1,365
30589865,20902952,39231,2,364,120,2,1,0.45,1,157
30590147,18494627,39232,1,50,40,58,1,0.16,1,15
30590265,229181517,39233,2,15,125,3,18,2.61,1,96
30590337,60081723,39234,2,40,199,3,21,3.0,2,228
30590361,154981576,39235,1,52,37,30,1,0.75,9,45
30590895,228879817,39236,1,4,80,1,14,1.97,6,138
30590921,16608415,39237,1,49,25,1,25,3.61,3,211
30591122,229469300,39238,1,463,55,2,2,0.75,2,4
30591250,24131677,39239,2,104,250,20,14,2.04,2,315
30591382,227679456,39240,1,13,55,1,25,3.52,7,42
30591478,228263278,39241,1,3,160,2,0,0.0,4,180
30592244,228263278,39242,1,31,95,2,5,0.79,4,178
30592546,229480146,39243,2,14,40,2,17,2.7,1,107
30592647,227679456,39244,1,34,55,1,20,2.82,7,53
30593615,22374232,39245,2,3,145,2,0,0.0,1,4
30593639,1443812,39246,2,457,190,4,2,0.32,2,128
30593915,228879817,39247,1,35,80,1,10,1.59,6,163
30594102,227679456,39248,1,39,55,1,19,2.7,7,53
30594172,228879817,39249,1,8,80,1,15,2.28,6,137
30594607,75998293,39250,1,202,160,8,1,0.48,1,64
30594645,125961131,39251,1,48,75,1,41,5.97,3,2
30595234,180212824,39252,1,672,80,1,3,0.42,5,0
30595611,229503748,39253,2,13,250,2,26,3.8,1,60
30596759,229509602,39254,1,35,85,2,23,3.35,1,344
30596912,104167105,39255,1,799,120,2,8,1.15,1,0
30597566,5300413,39256,1,3,60,30,0,0.0,1,125
30622293,222760631,39257,1,3,45,3,0,0.0,1,36
30628768,137358866,39258,1,159,36,30,1,0.23,103,234
30634438,225454310,39259,2,11,145,1,3,0.45,4,311
30636732,9501531,39260,1,104,55,1,14,1.98,3,359
30637957,16098958,39261,2,3,220,30,0,0.0,96,332
30638114,107434423,39262,2,3,312,30,0,0.0,232,349
30638353,178224519,39263,2,3,118,30,0,0.0,8,326
30639972,16098958,39264,2,3,220,30,0,0.0,96,342
30640875,229554591,39265,1,229,49,1,1,0.18,2,0
30641771,16098958,39266,2,3,220,30,0,0.0,96,336
30642253,44152990,39267,1,266,90,3,4,0.6,1,11
30643610,94113622,39268,1,60,50,7,1,0.68,2,48
30644741,57094235,39269,1,66,100,8,1,0.16,1,0
30648855,16098958,39270,2,3,293,30,0,0.0,96,292
30649588,16098958,39271,2,3,293,30,0,0.0,96,280
30651057,48146336,39272,2,584,190,30,1,0.2,20,331
30651242,193709,39273,2,25,150,11,2,0.32,1,15
30655067,85315237,39274,1,97,50,4,1,0.15,1,0
30656450,912324,39275,2,26,500,3,5,0.8,1,18
30658563,34957489,39276,1,3,45,4,0,0.0,1,7
30659261,2199778,39277,2,87,150,3,6,0.95,1,4
30661098,45534171,39278,2,322,200,7,2,0.32,1,31
30661174,189876110,39279,1,1295,59,1,2,0.29,1,0
30662063,225122879,39280,2,8,100,3,26,3.79,1,219
30662701,229578317,39281,1,87,125,1,5,0.73,1,38
30663246,229577914,39282,2,98,150,5,1,0.16,1,48
30663416,227679456,39283,1,48,55,1,12,1.76,7,58
30663568,193420283,39284,2,48,240,2,7,1.01,1,0
30666207,5494184,39285,2,134,140,7,1,0.16,1,5
30667058,22916874,39286,2,6,250,2,28,3.98,1,0
30667695,213781715,39287,2,23,199,1,1,0.79,33,365
30670056,14559352,39288,2,55,150,3,4,0.63,2,0
30672441,229588502,39289,1,3,80,3,0,0.0,1,0
30672646,154981576,39290,1,3,35,30,0,0.0,9,43
30674080,64825610,39291,2,15,299,3,23,3.5,2,207
30674177,51908924,39292,2,537,85,3,2,0.32,1,19
30674463,229284767,39293,2,56,152,30,2,0.38,1,0
